Unnamed: 0.1,Unnamed: 0,id,xcenter,ycenter,aperture_sum,Circ_sum_flux,Circ_area (reduced pixs),Max_Flux,FWHM_from_aperature (reduced pix),FWHM_from_aperature (arcsec),Annu_sum_flux,Annu_area (reduced pix),Annu_pix_flux_median,Annu_pix_flux_max,Circ_sum_flux_minus_back,Apperature_radius (reduced pix),Anulus_in_radius (reduced pix),Anulus_out_radius (reduced pix),Apperature_radius (arcsec),Anulus_in_radius (arcsec),Anulus_out_radius (arcsec),Saturated,Number_FWHM,Exposure_sec,Er1_source,Er2_sky,Er3_read,Circ_sum_flux_minus_back_ERROR,Source_Mag,Source_Mag_Error,Air mass,Azimuth,Altitude,Date Observation,Exposure time /s ,Filter,File,BINNED,Arcsec_per_pix_binned_image,max_dist,Distance_to_centre_pix,xcenter_transformed,ycenter_transformed,matched_id,matched_MAIN_ID,matched_Normilsation_star,Norm_multiply_factor,Norm_multiply_factor_ERROR,Circ_sum_flux_minus_back_norm,Circ_sum_flux_minus_back_ERROR_norm,Source_Mag_norm,Source_Mag_Error_norm,time,phase,epoch_folder,epoch,phase_bin
0,2,2,1569.489986318308,1043.9757643568705,13229.732877029026,13229.732877029026,245.41462236474263,684.918701171875,5.892288765374594,5.7132221097948594,407.4119710034323,245.4146223647428,1.516739845275879,5.217837333679199,12857.502740675089,8.83843314806189,11.784577530749187,14.730721913436485,8.56983316469229,11.42644421958972,14.283055274487149,False,1.5,120.0,110.24777397524188,808943.7523255077,1.3961365183416474,899.475067045219,-10.272891563915822,-0.0759550797122337,2.178475,8.129531,27.25107,2025-11-17T22:07:00,120.0,Baader-JC-B,data\RZ_Cep\2025_11_17\Light\Baader-JC-B\reduced_images\RZ_Cep_Light_Baader-JC-B_001_reduced.fits,2,0.96961,939.6,7.490025528316861,1181.9304329645686,896.5989898709747,1.0,V* RZ Cep,True,0.9419002050242944,0.0063645208398561,12110.484467542292,851.1586091160303,-10.207903792492596,-0.076308567207666,2025-11-17 22:07:00.000,0.0,2025_11_17,1,"(-0.001, 0.0345]"
0,2,2,1563.6000103553313,1048.3395034679254,12042.614997143097,12042.614997143097,264.9898990676516,501.67681884765625,6.122777315059939,5.936706112455267,358.2496695983357,264.98989906765144,1.2361876964569092,3.647349834442138,11715.037744230309,9.18416597258991,12.245554630119878,15.306943287649847,8.905059168682902,11.873412224910536,14.841765281138168,False,1.5,120.0,100.35512497619249,5911.447591855421,1.5074980924737518,77.54553639587573,-10.17185923042988,-0.007186830996243,2.123173,11.53398,28.02726,2025-11-17T22:36:24,120.0,Baader-JC-B,data\RZ_Cep\2025_11_17\Light\Baader-JC-B\reduced_images\RZ_Cep_Light_Baader-JC-B_003_reduced.fits,2,0.96961,939.6,4.625075511308315,1181.9611063257455,896.6392141642104,1.0,V* RZ Cep,True,0.9598977414458636,0.0047134943433731,11245.238271639715,92.68116334110688,-10.127421654978708,-0.0089484359608743,2025-11-17 22:36:24.000,0.06615084248797765,2025_11_17,1,"(0.0345, 0.069]"
0,2,2,1561.3293356763118,1046.203880355898,11570.928869235971,11570.928869235971,274.0208438130136,488.9357604980469,6.226236373644341,6.037021050249289,357.5241714076876,274.02084381301347,1.1962788105010986,3.605626344680786,11243.123540146837,9.339354560466512,12.452472747288684,15.565590934110851,9.055531575373935,12.07404210049858,15.092552625623224,False,1.5,120.0,96.42440724363313,4939.260393887789,1.558874133691811,70.97354207917985,-10.127217456863152,-0.0068538377204635,2.093349,13.01474,28.46529,2025-11-17T22:49:22,120.0,Baader-JC-B,data\RZ_Cep\2025_11_17\Light\Baader-JC-B\reduced_images\RZ_Cep_Light_Baader-JC-B_004_reduced.fits,2,0.96961,939.6,2.303666481542296,1182.0062006720989,896.6134972308432,1.0,V* RZ Cep,True,0.967956619731783,0.0048495525653751,10882.85585714737,87.70675394768065,-10.091857192506891,-0.0087501295076208,2025-11-17 22:49:22.000,0.09532621406147346,2025_11_17,1,"(0.069, 0.103]"
0,1,2,1565.5451726942294,1045.1354993670377,11166.658922456363,11166.658922456363,283.5719657537105,398.2772521972656,6.333816127000895,6.141331454901337,331.97717132274977,283.5719657537104,1.1138957142829895,2.429112911224365,10850.789325112504,9.500724190501344,12.66763225400179,15.834540317502237,9.211997182352006,12.282662909802674,15.353328637253345,False,1.5,120.0,93.0554910204697,19.519873882575418,1.6132094051766646,10.685905404233267,-10.088653328657744,-0.0010692378250442,2.060215,14.54303,28.96901,2025-11-17T23:02:54,120.0,Baader-JC-B,data\RZ_Cep\2025_11_17\Light\Baader-JC-B\reduced_images\RZ_Cep_Light_Baader-JC-B_005_reduced.fits,2,0.96961,939.6,3.722580858014119,1181.935072889769,896.6230455200055,1.0,V* RZ Cep,True,0.959421965369703,0.0051364617093276,10410.485620112033,56.66976492840292,-10.04367747152271,-0.00591023490576,2025-11-17 23:02:54.000,0.12577660187339967,2025_11_17,1,"(0.103, 0.138]"
0,1,2,1556.6764226207151,1043.292556577619,10526.859347875052,10526.859347875052,221.784240604192,420.9280700683594,5.601433006495502,5.431205457428104,269.7898883136546,221.78424060419195,1.209726870059967,1.893348932266236,10258.560992660316,8.402149509743253,11.202866012991004,14.003582516238756,8.146808186142156,10.862410914856207,13.57801364357026,False,1.5,120.0,87.72382789895876,9.040295983780394,1.261705902103848,9.900799451804032,-10.02771611227642,-0.0010478717656954,2.014579,16.48538,29.69411,2025-11-17T23:20:18,120.0,Baader-JC-B,data\RZ_Cep\2025_11_17\Light\Baader-JC-B\reduced_images\RZ_Cep_Light_Baader-JC-B_006_reduced.fits,2,0.96961,939.6,5.370377296717954,1181.9384128203403,896.6366461309078,1.0,V* RZ Cep,True,0.9624552930801816,0.0039684463392746,9873.406326771805,41.81090874894608,-9.98616752546928,-0.0045977665539276,2025-11-17 23:20:18.000,0.16492710048873338,2025_11_17,1,"(0.138, 0.172]"
0,1,2,1562.710032199134,1047.3778820568969,9989.44156895144,9989.44156895144,232.8115700479324,357.2411193847656,5.738998145794631,5.564589992143932,288.48743935447084,232.8115700479325,1.1866707801818848,2.4509706497192383,9713.170881487287,8.608497218691946,11.477996291589262,14.347495364486578,8.346884988215898,11.129179984287864,13.91147498035983,False,1.5,120.0,83.24534640792866,16.1151090332157,1.3244391540504603,10.03418629462274,-9.96840257310433,-0.0011216192403372,1.974162,18.07496,30.3689,2025-11-17T23:34:48,120.0,Baader-JC-B,data\RZ_Cep\2025_11_17\Light\Baader-JC-B\reduced_images\RZ_Cep_Light_Baader-JC-B_007_reduced.fits,2,0.96961,939.6,3.451700003492893,1181.9907876581094,896.6457126790226,1.0,V* RZ Cep,True,0.965065207109757,0.0043546399812903,9373.84326843499,43.39170216980936,-9.92979421949801,-0.0050258939351467,2025-11-17 23:34:48.000,0.19755251600151147,2025_11_17,1,"(0.172, 0.207]"
0,2,2,1557.443205197368,1044.9273941094643,7935.578446797175,7935.578446797175,286.1065395343711,217.1109619140625,6.362059066952176,6.168716091907499,326.5160174579881,286.1065395343712,1.115979015827179,1.984565258026123,7616.289552385888,9.543088600428264,12.724118133904351,15.90514766738044,9.253074137861248,12.337432183815,15.421790229768748,False,1.5,120.0,66.12982038997646,912.31113680149,1.6276283137955336,31.30604710763181,-9.7043586162158,-0.0044628172995302,1.794053,24.48745,33.8191,2025-11-18T00:57:12,120.0,Baader-JC-B,data\RZ_Cep\2025_11_17\Light\Baader-JC-B\reduced_images\RZ_Cep_Light_Baader-JC-B_008_reduced.fits,2,0.96961,939.6,4.650208458506144,1181.924433585229,896.5950179601102,1.0,V* RZ Cep,True,1.0227669729521562,0.0056591507459345,7789.689410620847,53.69322274592209,-9.728800354726156,-0.0074838254534135,2025-11-18 00:57:12.000,0.3829548772603332,2025_11_17,1,"(0.379, 0.414]"
0,2,2,1553.2557497284347,1045.5015373352503,7860.89511159559,7860.89511159559,266.4400605425426,229.09280395507807,6.139507955170314,5.952928308412687,311.37773395120865,266.44006054254254,1.1409174799919128,2.0886011123657227,7556.908989152499,9.20926193275547,12.279015910340627,15.348769887925783,8.929392462619031,11.905856616825377,14.882320771031718,False,1.5,120.0,65.50745926329658,1215.867455457356,1.5157478999753538,35.817463095822795,-9.69586047967211,-0.0051460612403225,1.757023,25.70742,34.63543,2025-11-18T01:09:30,120.0,Baader-JC-B,data\RZ_Cep\2025_11_17\Light\Baader-JC-B\reduced_images\RZ_Cep_Light_Baader-JC-B_009_reduced.fits,2,0.96961,939.6,8.872233494499596,1181.9017605870256,896.6699094900671,1.0,V* RZ Cep,True,1.0314863161834262,0.0033946734017337,7794.848214954331,44.97819609858119,-9.729519157038716,-0.0062649656006453,2025-11-18 01:09:30.000,0.41063022972979324,2025_11_17,1,"(0.379, 0.414]"
0,2,2,1571.815643765086,1061.1191727100336,7764.106446688165,7764.106446688165,271.24716844173645,217.75428771972656,6.194644831155541,6.006389574736724,329.2547949592933,271.24716844173656,1.1715620756149292,2.2914767265319824,7446.323551023892,9.29196724673331,12.389289662311082,15.486612077888854,9.009584362105086,12.012779149473449,15.01597393684181,False,1.5,120.0,64.70088705573471,1144.402396012626,1.5430950026907675,34.79434405289244,-9.679854757174189,-0.0050733061490245,1.698757,27.61718,36.00994,2025-11-18T01:29:06,120.0,Baader-JC-B,data\RZ_Cep\2025_11_17\Light\Baader-JC-B\reduced_images\RZ_Cep_Light_Baader-JC-B_010_reduced.fits,2,0.96961,939.6,19.733548510063496,1181.9174138884257,896.6009950497096,1.0,V* RZ Cep,True,1.055659618601331,0.0061381230400431,7860.78307985599,58.63654806593996,-9.73866452995866,-0.0080989161652833,2025-11-18 01:29:06.000,0.4547307913884451,2025_11_17,1,"(0.448, 0.483]"
0,2,2,1557.7791472616998,1068.639681585391,6995.970847405675,6995.970847405675,269.6836695855613,199.90582275390625,6.176765718630387,5.989053808441209,331.15871998081855,269.6836695855611,1.2189193367958069,1.9783260822296145,6667.248207729784,9.26514857794558,12.353531437260774,15.441914296575966,8.983580712661814,11.97810761688242,14.97263452110302,False,1.5,120.0,58.29975706171396,641.1890665608106,1.5342004314200823,26.47683938943515,-9.55986655825822,-0.0043116533563798,1.663817,28.75982,36.89275,2025-11-18T01:41:08,120.0,Baader-JC-B,data\RZ_Cep\2025_11_17\Light\Baader-JC-B\reduced_images\RZ_Cep_Light_Baader-JC-B_011_reduced.fits,2,0.96961,939.6,24.998590089600423,1181.888185149941,896.6128865741855,1.0,V* RZ Cep,True,1.1931343387537214,0.0091510769407529,7954.92278163661,68.70575194190785,-9.751589920776148,-0.0093773785624495,2025-11-18 01:41:08.000,0.4818061362162907,2025_11_17,1,"(0.448, 0.483]"
