Unnamed: 0.1,Unnamed: 0,id,xcenter,ycenter,aperture_sum,Circ_sum_flux,Circ_area (reduced pixs),Max_Flux,FWHM_from_aperature (reduced pix),FWHM_from_aperature (arcsec),Annu_sum_flux,Annu_area (reduced pix),Annu_pix_flux_median,Annu_pix_flux_max,Circ_sum_flux_minus_back,Apperature_radius (reduced pix),Anulus_in_radius (reduced pix),Anulus_out_radius (reduced pix),Apperature_radius (arcsec),Anulus_in_radius (arcsec),Anulus_out_radius (arcsec),Saturated,Number_FWHM,Exposure_sec,Er1_source,Er2_sky,Er3_read,Circ_sum_flux_minus_back_ERROR,Source_Mag,Source_Mag_Error,Air mass,Azimuth,Altitude,Date Observation,Exposure time /s ,Filter,File,BINNED,Arcsec_per_pix_binned_image,max_dist,Distance_to_centre_pix,xcenter_transformed,ycenter_transformed,matched_id,matched_MAIN_ID,matched_Normilsation_star,Norm_multiply_factor,Norm_multiply_factor_ERROR,Circ_sum_flux_minus_back_norm,Circ_sum_flux_minus_back_ERROR_norm,Source_Mag_norm,Source_Mag_Error_norm,time,phase,epoch_folder,epoch,phase_bin,Source_Mag_norm_calibrated,Source_Mag_Error_norm_calibrated
2,8,9,1147.0091970508656,899.1628809268408,7238.174382336669,7238.174382336669,268.3192593272545,183.78585815429688,6.1611208539203455,6.037436352777895,960.6839938322082,268.31925932725443,3.545870423316956,5.062795639038086,6286.749056681845,9.24168128088052,12.322241707840693,15.402802134800863,9.056154529166845,12.074872705555787,15.093590881944737,False,1.5,16.0,452.3858988960418,77.53206700624372,16.434554633794335,23.37418491704213,-9.496065313244875,-0.0040367761767381,1.267107,60.06607,52.08101,2022-03-20T21:31:12.756,16.0,Luminance,data\RV_UMa\2022_03_20\Light\Luminance\reduced_images\RV_Uma_Light_Luminance_16_secs_001_reduced.fits,2,0.979925,792.0,25.61061089221793,1172.7275250582802,937.0353308456644,7.0,V* RV UMa,False,0.962033722155507,0.0030336850429435,6048.064595257258,29.485520637619235,-9.454041052303468,-0.0052931804494135,2022-03-20 21:31:12.756,0.0,2022_03_20,1,"(-0.001, 0.0227]",-9.454041052303468,-0.0052931804494135
2,7,8,1147.8399600070902,897.9980121186536,7300.276745842355,7300.276745842355,268.1000948117517,205.5965576171875,6.158604122702993,6.034970144939731,977.0645075778796,268.1000948117517,3.619808316230774,5.159154891967773,6329.805793060517,9.23790618405449,12.317208245405986,15.396510306757484,9.052455217409596,12.069940289879462,15.087425362349329,False,1.5,16.0,456.2672966151472,72.66236562345755,16.42113080721979,23.352747012842503,-9.503475963710043,-0.0040056399424129,1.261728,60.28403,52.39635,2022-03-20T21:33:31.963,16.0,Luminance,data\RV_UMa\2022_03_20\Light\Luminance\reduced_images\RV_Uma_Light_Luminance_16_secs_002_reduced.fits,2,0.979925,792.0,24.18833050864912,1172.8117893955268,937.0347248981508,7.0,V* RV UMa,False,0.9596837426713616,0.0028793961649632,6074.611713867183,28.88688200607749,-9.458796308180338,-0.0051630515848408,2022-03-20 21:33:31.963,0.003442283856144318,2022_03_20,1,"(-0.001, 0.0227]",-9.458796308180338,-0.0051630515848408
2,7,7,1147.1096063183898,898.1164795252663,7373.796519201366,7373.796519201366,244.9321215512661,239.3246459960937,5.886493607638796,5.768322248465448,935.7880052447988,244.9321215512662,3.838366627693176,5.214864730834961,6433.657237788898,8.829740411458193,11.772987215277592,14.71623401909699,8.65248337269817,11.536644496930895,14.42080562116362,False,1.5,16.0,460.8622824500854,39190.48269290864,15.002092445015046,199.164120934981,-9.521144798820002,-0.0336106958757181,1.256306,60.51158,52.71931,2022-03-20T21:35:55.645,16.0,Luminance,data\RV_UMa\2022_03_20\Light\Luminance\reduced_images\RV_Uma_Light_Luminance_16_secs_003_reduced.fits,2,0.979925,792.0,24.76877528480512,1172.7474776819258,937.031196960267,7.0,V* RV UMa,False,0.9523304108704282,0.0038431412843547,6126.967440663006,191.2748692224844,-9.468113931131024,-0.0338950798394899,2022-03-20 21:35:55.645,0.006995224649484653,2022_03_20,1,"(-0.001, 0.0227]",-9.468113931131024,-0.0338950798394899
2,7,7,1146.9268463789106,897.7509927556412,7376.70365784288,7376.70365784288,247.5295582881402,230.2830810546875,5.917623604335402,5.798827310478369,974.2741544362368,247.52955828814035,3.9721522331237793,5.374652862548828,6393.478570124501,8.876435406503102,11.835247208670804,14.794059010838506,8.698240965717552,11.59765462095674,14.497068276195924,False,1.5,16.0,461.04397861518,52253.35631233415,15.161185445148586,229.6291825452385,-9.514343034581202,-0.0389954724058024,1.250955,60.73515,53.04312,2022-03-20T21:38:16.974,16.0,Luminance,data\RV_UMa\2022_03_20\Light\Luminance\reduced_images\RV_Uma_Light_Luminance_16_secs_004_reduced.fits,2,0.979925,792.0,24.629054354159525,1172.6562130110892,937.0926180587232,7.0,V* RV UMa,False,0.9548316302205052,0.0028867548147833,6104.695565891842,220.03263754282227,-9.464160027643324,-0.0391333848232224,2022-03-20 21:38:16.974,0.010489980912495998,2022_03_20,1,"(-0.001, 0.0227]",-9.464160027643324,-0.0391333848232224
1,7,7,1151.8708401763492,912.03728871797,7459.343787621439,7459.343787621439,256.7187889161657,212.49835205078125,6.026464911119409,5.905483628028687,1036.446302878781,256.7187889161657,4.031841278076172,5.764932632446289,6424.294377611519,9.039697366679114,12.052929822238818,15.066162277798522,8.85822544204303,11.810967256057374,14.763709070071718,False,1.5,16.0,466.20898672634,14676.886035086722,15.72402582111515,123.1211559709954,-9.51956358302833,-0.0208080590259442,1.245585,60.96642,53.37341,2022-03-20T21:40:43.682,16.0,Luminance,data\RV_UMa\2022_03_20\Light\Luminance\reduced_images\RV_Uma_Light_Luminance_16_secs_005_reduced.fits,2,0.979925,792.0,34.25645028934294,1172.6736838287727,937.0562859755936,7.0,V* RV UMa,False,0.9539026854879606,0.0027916288783735,6128.151659168835,118.80701342422014,-9.468323761635268,-0.0210492629797866,2022-03-20 21:40:43.682,0.014117748050407317,2022_03_20,1,"(-0.001, 0.0227]",-9.468323761635268,-0.0210492629797866
2,7,7,1151.834412075791,907.9300794088712,7521.14622625176,7521.14622625176,263.91289856499526,195.45733642578125,6.110322221169243,5.987657502579271,1066.3167567210598,263.91289856499515,3.9965415000915527,5.663092136383057,6466.407374727304,9.165483331753864,12.220644442338486,15.275805552923106,8.981486253868907,11.975315005158542,14.969143756448176,False,1.5,16.0,470.071639140735,20920.836409753243,16.16466503710596,146.31156042476988,-9.526657652723772,-0.0245663084804533,1.240656,61.17626,53.68133,2022-03-20T21:42:57.969,16.0,Luminance,data\RV_UMa\2022_03_20\Light\Luminance\reduced_images\RV_Uma_Light_Luminance_16_secs_006_reduced.fits,2,0.979925,792.0,30.464583787203026,1172.783639568668,937.0080192824956,7.0,V* RV UMa,False,0.9585136980896724,0.0037991229077125,6198.140046104198,142.3770969497465,-9.480653462092436,-0.024940380136112,2022-03-20 21:42:57.969,0.017438371095154,2022_03_20,1,"(-0.001, 0.0227]",-9.480653462092436,-0.024940380136112
2,7,7,1152.846279521287,909.6166224465692,7821.305575100119,7821.305575100119,274.307071766588,192.1331481933593,6.229487326629394,6.10443036854731,1152.814928780219,274.30707176658814,4.188974857330322,5.882795333862305,6672.240148281978,9.34423098994409,12.458974653258789,15.573718316573489,9.156645552820963,12.20886073709462,15.261075921368274,False,1.5,16.0,488.8315984437575,11400.135159342335,16.801308145703512,109.11355583029908,-9.560679172760048,-0.0177554367591756,1.235762,61.38631,53.99178,2022-03-20T21:45:13.812,16.0,Luminance,data\RV_UMa\2022_03_20\Light\Luminance\reduced_images\RV_Uma_Light_Luminance_16_secs_007_reduced.fits,2,0.979925,792.0,31.64727169377945,1172.7496157682413,937.034308236834,7.0,V* RV UMa,False,0.9556704163763464,0.0043621874577159,6376.462520671613,108.26237807971242,-9.51144952837688,-0.0184341056053092,2022-03-20 21:45:13.812,0.020797470607895552,2022_03_20,1,"(-0.001, 0.0227]",-9.51144952837688,-0.0184341056053092
2,7,7,1152.9542640065245,919.5451273258614,7833.947878933604,7833.947878933604,277.99053567675605,199.9071807861328,6.271173406820882,6.145279600678953,1207.1096934375396,277.99053567675605,4.333892822265625,6.099115371704102,6629.166691706336,9.406760110231325,12.542346813641764,15.677933517052203,9.21791940101843,12.290559201357906,15.363199001697383,False,1.5,16.0,489.6217424333503,28486.453437024345,17.026920310201305,170.27360952234463,-9.55364734893848,-0.0278877016027594,1.230921,61.5959,54.30367,2022-03-20T21:47:30.733,16.0,Luminance,data\RV_UMa\2022_03_20\Light\Luminance\reduced_images\RV_Uma_Light_Luminance_16_secs_008_reduced.fits,2,0.979925,792.0,41.05880391409555,1172.7044385160093,937.0602803905578,7.0,V* RV UMa,False,0.9607991360715484,0.0063654679642843,6369.297630265733,168.95323813724497,-9.510228858657056,-0.0288004515105499,2022-03-20 21:47:30.733,0.02418322669679292,2022_03_20,1,"(0.0227, 0.0455]",-9.510228858657056,-0.0288004515105499
2,7,7,1158.407552418227,882.14153287277,8173.877185375455,8173.877185375455,265.2108280254488,314.2484130859375,6.125329142484761,6.002363159949379,1220.4861198267797,265.2108280254486,4.595684051513672,6.0704121589660645,6955.052012730165,9.187993713727142,12.25065828496952,15.3133228562119,9.00354473992407,12.004726319898758,15.005907899873447,False,1.5,16.0,510.867324085966,62055.025675026605,16.244163216558736,250.1642203879866,-9.60575095543096,-0.0390525262375009,1.216793,62.216,55.2422,2022-03-20T21:54:17.309,16.0,Luminance,data\RV_UMa\2022_03_20\Light\Luminance\reduced_images\RV_Uma_Light_Luminance_16_secs_009_reduced.fits,2,0.979925,792.0,5.988458315796624,1172.8540068649663,937.0639434434788,7.0,V* RV UMa,False,0.9496697349275708,0.0039037719462118,6605.002401336924,239.11982032592363,-9.54968244961035,-0.039306730024892,2022-03-20 21:54:17.309,0.034236959634761074,2022_03_20,1,"(0.0227, 0.0455]",-9.54968244961035,-0.039306730024892
1,6,6,1158.680813530795,881.136540198971,8356.825027189425,8356.825027189425,271.9612277386326,326.3404541015625,6.202793186151904,6.0782721129399055,1279.1709513154133,271.9612277386325,4.650637626647949,6.128762722015381,7092.031908478768,9.304189779227857,12.405586372303809,15.50698296537976,9.117408169409858,12.156544225879813,15.195680282349764,False,1.5,16.0,522.301564199339,64791.59284278815,16.657625198991244,255.59841946339668,-9.62692670227887,-0.0391301761570741,1.212045,62.42503,55.56761,2022-03-20T21:56:37.886,16.0,Luminance,data\RV_UMa\2022_03_20\Light\Luminance\reduced_images\RV_Uma_Light_Luminance_16_secs_010_reduced.fits,2,0.979925,792.0,5.439252551412879,1172.7026793616778,937.0813346831912,7.0,V* RV UMa,False,0.953189329164269,0.0029872023885915,6760.049137254468,244.5530440427243,-9.574874631851468,-0.0392778348958619,2022-03-20 21:56:37.886,0.03771312058676205,2022_03_20,1,"(0.0227, 0.0455]",-9.574874631851468,-0.0392778348958619
