Unnamed: 0.1,Unnamed: 0,id,xcenter,ycenter,aperture_sum,Circ_sum_flux,Circ_area (reduced pixs),Max_Flux,FWHM_from_aperature (reduced pix),FWHM_from_aperature (arcsec),Annu_sum_flux,Annu_area (reduced pix),Annu_pix_flux_median,Annu_pix_flux_max,Circ_sum_flux_minus_back,Apperature_radius (reduced pix),Anulus_in_radius (reduced pix),Anulus_out_radius (reduced pix),Apperature_radius (arcsec),Anulus_in_radius (arcsec),Anulus_out_radius (arcsec),Saturated,Number_FWHM,Exposure_sec,Er1_source,Er2_sky,Er3_read,Circ_sum_flux_minus_back_ERROR,Source_Mag,Source_Mag_Error,Air mass,Azimuth,Altitude,Date Observation,Exposure time /s ,Filter,File,BINNED,Arcsec_per_pix_binned_image,max_dist,Distance_to_centre_pix,xcenter_transformed,ycenter_transformed,matched_id,matched_MAIN_ID,matched_Normilsation_star,Norm_multiply_factor,Norm_multiply_factor_ERROR,Circ_sum_flux_minus_back_norm,Circ_sum_flux_minus_back_ERROR_norm,Source_Mag_norm,Source_Mag_Error_norm,time,phase,epoch_folder,epoch,phase_bin,Source_Mag_norm_calibrated,Source_Mag_Error_norm_calibrated
2,8,9,1147.573258765413,898.3503417176972,1861.3869137344072,1861.3869137344072,245.97529280578684,56.74751281738281,5.8990156413133725,5.780592902314007,254.8189813797144,245.97529280578684,1.0154756903648376,1.571363925933838,1611.6049834597577,8.848523461970059,11.798031282626743,14.747539103283431,8.67088935347101,11.561185804628014,14.451482255785017,False,1.5,32.0,58.16834105420023,9.478517916464956,3.7664966710886105,8.450642321253088,-8.018146504146472,-0.0056931868639104,1.265575,60.12392,52.17035,2022-03-20T21:31:35.700,32.0,Red,data\RV_UMa\2022_03_20\Light\Red\reduced_images\RV_Uma_Light_Red_32_secs_001_reduced.fits,2,0.979925,792.0,24.628700102610846,1172.7872053439755,936.9271394933658,7.0,V* RV UMa,False,0.95581470178312,0.006217305768557,1540.395736657778,12.870087446172285,-7.969080769896593,-0.0090713831297864,2022-03-20 21:31:35.700,0.0,2022_03_20,1,"(-0.001, 0.0227]",-7.969080769896593,-0.0090713831297864
1,6,7,1147.1081638738865,897.6673272777737,1920.361757847358,1920.361757847358,256.933715868012,52.699684143066406,6.028987084806767,5.907955169079271,267.7970733862736,256.933715868012,1.036401867866516,1.5145626068115234,1654.0751748038656,9.043480627210151,12.057974169613534,15.072467712016916,8.861932753618907,11.815910338158542,14.769887922698178,False,1.5,32.0,60.011304932729935,13.549134571077673,3.9342975242289326,8.80310950903353,-8.046388108961192,-0.0057783677876319,1.260264,60.3455,52.48306,2022-03-20T21:33:54.703,32.0,Red,data\RV_UMa\2022_03_20\Light\Red\reduced_images\RV_Uma_Light_Red_32_secs_002_reduced.fits,2,0.979925,792.0,24.443170433711057,1172.716025747606,936.9940267226852,7.0,V* RV UMa,False,0.9483881757997802,0.0062548462097557,1568.7053376679405,13.29440857868287,-7.988853435699471,-0.0092013588327436,2022-03-20 21:33:54.703,0.0034372393834766115,2022_03_20,1,"(-0.001, 0.0227]",-7.988853435699471,-0.0092013588327436
1,6,7,1147.244111277828,897.6816208410603,1943.7050815456605,1943.7050815456605,252.6254422106824,55.38362884521485,5.978226260809104,5.858213368623362,280.9513227831864,252.62544221068245,1.108364760875702,1.7482033967971802,1663.703943698699,8.967339391213656,11.956452521618209,14.94556565202276,8.787320052935042,11.716426737246724,14.645533421558405,False,1.5,32.0,60.74078379830189,11.783303769036268,3.868327083851074,8.740275433371036,-8.052690115197262,-0.0057039195666459,1.254823,60.57465,52.80854,2022-03-20T21:36:18.132,32.0,Red,data\RV_UMa\2022_03_20\Light\Red\reduced_images\RV_Uma_Light_Red_32_secs_003_reduced.fits,2,0.979925,792.0,24.359793152587173,1172.701430637591,937.0148747597,7.0,V* RV UMa,False,0.9668898917531596,0.0144931138685533,1608.61852603214,25.55030476598371,-8.016132665123692,-0.0172451643929894,2022-03-20 21:36:18.132,0.0069839240415967025,2022_03_20,1,"(-0.001, 0.0227]",-8.016132665123692,-0.0172451643929894
1,6,7,1148.407869621684,897.3204044893279,1949.13798412048,1949.13798412048,252.0498042415602,62.408111572265625,5.971411316552961,5.851535234373161,279.3859847731989,252.0498042415601,1.0975751876831057,1.645424485206604,1672.4943729245597,8.957116974829443,11.942822633105925,14.928528291382404,8.777302851559742,11.703070468746322,14.628838085932902,False,1.5,32.0,60.910562003764994,10.724174762257803,3.85951262744889,8.688742681969106,-8.05841166316703,-0.0056404868419049,1.249508,60.79425,53.13158,2022-03-20T21:38:38.890,32.0,Red,data\RV_UMa\2022_03_20\Light\Red\reduced_images\RV_Uma_Light_Red_32_secs_004_reduced.fits,2,0.979925,792.0,23.30474074964858,1172.7673120734405,937.0423626400844,7.0,V* RV UMa,False,0.9465564931903432,0.0053043818974449,1583.1104085160532,12.09730967150728,-7.998778010682725,-0.0082966336522529,2022-03-20 21:38:38.890,0.010464560726699908,2022_03_20,1,"(-0.001, 0.0227]",-7.998778010682725,-0.0082966336522529
1,6,7,1151.995736304116,913.6633272276316,1977.6986382906969,1977.6986382906969,242.3116515564258,53.7122802734375,5.854919839205779,5.737382323433724,281.1513659343271,242.3116515564256,1.16040301322937,1.6666393280029297,1696.519467684035,8.78237975880867,11.70983967841156,14.637299598014447,8.606073485150587,11.474764646867447,14.343455808584308,False,1.5,32.0,61.80308244658427,11.055358169423124,3.7103971644577696,8.750362151389231,-8.073897118926084,-0.0056000447819664,1.244202,61.02509,53.4593,2022-03-20T21:41:04.846,32.0,Red,data\RV_UMa\2022_03_20\Light\Red\reduced_images\RV_Uma_Light_Red_32_secs_005_reduced.fits,2,0.979925,792.0,35.73964111340407,1172.6552317221556,936.9743361368874,7.0,V* RV UMa,False,0.9442269422683736,0.008131931831832,1601.899389470065,16.080893676366927,-8.0115880896544,-0.0108993165139251,2022-03-20 21:41:04.846,0.014073732553600853,2022_03_20,1,"(-0.001, 0.0227]",-8.0115880896544,-0.0108993165139251
1,6,7,1151.753078379094,908.0135029373082,2019.4633283942203,2019.4633283942203,274.0880924949246,53.84587860107422,6.2270003310455,6.101993299399761,315.10431592509315,274.08809249492447,1.1482558846473694,1.894353270530701,1704.7400632751503,9.34050049656825,12.454000662091,15.567500827613747,9.152989949099643,12.203986598799522,15.254983248499403,False,1.5,32.0,63.10822901231938,15.198773918967811,4.196973916328532,9.08316997791056,-8.079145419184334,-0.0057850030696426,1.239333,61.23285,53.76477,2022-03-20T21:43:18.993,32.0,Red,data\RV_UMa\2022_03_20\Light\Red\reduced_images\RV_Uma_Light_Red_32_secs_006_reduced.fits,2,0.979925,792.0,30.57357414512068,1172.7350537797254,937.0046079225804,7.0,V* RV UMa,False,0.9507064761396417,0.0042329247163923,1620.707418290388,11.253524174432416,-8.024261549936234,-0.0075389046100564,2022-03-20 21:43:18.993,0.01739089370534029,2022_03_20,1,"(-0.001, 0.0227]",-8.024261549936234,-0.0075389046100564
1,6,7,1152.2959885309965,910.902830892898,2010.6037230052048,2010.6037230052048,255.0202589397581,54.19203186035156,6.00649535818148,5.885914963865988,301.8549877933615,255.02025893975824,1.173422873020172,1.7573336362838743,1711.3571180817655,9.00974303727222,12.01299071636296,15.0162383954537,8.82887244579898,11.771829927731975,14.71478740966497,False,1.5,32.0,62.83136634391265,10.960863664676284,3.904997715015046,8.814603095069225,-8.08335161390094,-0.0055922481694627,1.234419,61.44435,54.07786,2022-03-20T21:45:36.380,32.0,Red,data\RV_UMa\2022_03_20\Light\Red\reduced_images\RV_Uma_Light_Red_32_secs_007_reduced.fits,2,0.979925,792.0,33.04495183324715,1172.739512698936,936.9829942592162,7.0,V* RV UMa,False,0.9372789613245296,0.0049784539188598,1604.0190220910176,11.867825887883535,-8.013023785712285,-0.0080331517648983,2022-03-20 21:45:36.380,0.020788172952390365,2022_03_20,1,"(-0.001, 0.0227]",-8.013023785712285,-0.0080331517648983
1,6,7,1153.1725964739192,918.5090715622896,2063.5591310940645,2063.5591310940645,280.3967257557845,52.98259735107422,6.298255485507478,6.171818006635916,345.3874301869964,280.39672575578453,1.238080620765686,1.9682397842407229,1716.4053788096771,9.447383228261216,12.596510971014956,15.745638713768695,9.257727009953872,12.343636013271832,15.42954501658979,False,1.5,32.0,64.48622284668951,14.343433330564018,4.293574863135449,9.11719425264094,-8.086549667098133,-0.0057672086140686,1.229603,61.65326,54.38942,2022-03-20T21:47:51.545,32.0,Red,data\RV_UMa\2022_03_20\Light\Red\reduced_images\RV_Uma_Light_Red_32_secs_008_reduced.fits,2,0.979925,792.0,40.00226568216016,1172.7999832531182,936.9905115585402,7.0,V* RV UMa,False,0.9596407584102932,0.0115917821337066,1647.132559460425,21.73494214182365,-8.04182138032503,-0.0143269668589585,2022-03-20 21:47:51.545,0.024130507011853947,2022_03_20,1,"(0.0227, 0.0455]",-8.04182138032503,-0.0143269668589585
1,6,6,1157.6627510302833,881.726477843734,2131.878856964541,2131.878856964541,265.85451811457807,75.9759521484375,6.1327579948447655,6.009642878098257,345.9390344463869,265.8545181145781,1.31745445728302,2.069432497024536,1781.6276370856606,9.199136992267148,12.265515989689533,15.331894987111914,9.014464317147386,12.019285756196512,15.024107195245644,False,1.5,32.0,66.6212142801419,6028.5101465278285,4.070897308629476,78.0973895729979,-8.127042352426741,-0.0475930893703502,1.215464,62.27675,55.33274,2022-03-20T21:54:40.254,32.0,Red,data\RV_UMa\2022_03_20\Light\Red\reduced_images\RV_Uma_Light_Red_32_secs_009_reduced.fits,2,0.979925,792.0,6.568215149420714,1172.7763754626344,937.196155268162,7.0,V* RV UMa,False,0.946899111998436,0.0052837330397173,1687.021627468284,74.54710458223816,-8.067801625604298,-0.0479771504330333,2022-03-20 21:54:40.254,0.034236984362568265,2022_03_20,1,"(0.0227, 0.0455]",-8.067801625604298,-0.0479771504330333
1,6,6,1158.5147170627724,882.0029586384835,2138.944671501064,2138.944671501064,255.8357654629296,91.4835205078125,6.016091510320857,5.895318473251166,340.0408186480807,255.83576546292943,1.3099453449249268,2.051997423171997,1803.8138014675933,9.024137265481286,12.032183020641714,15.040228775802142,8.84297770987675,11.790636946502332,14.738296183127916,False,1.5,32.0,66.84202098440824,6449.562613333877,3.917485158651109,80.74851156199064,-8.140479263767773,-0.0486034547533972,1.210802,62.4802,55.65368,2022-03-20T21:56:59.300,32.0,Red,data\RV_UMa\2022_03_20\Light\Red\reduced_images\RV_Uma_Light_Red_32_secs_010_reduced.fits,2,0.979925,792.0,5.839535273368557,1172.7828531879886,937.0945744442554,7.0,V* RV UMa,False,0.95309031941394,0.0072494805928815,1719.197472204022,78.06368027048578,-8.088314409813847,-0.0493000747829572,2022-03-20 21:56:59.300,0.03767528704175425,2022_03_20,1,"(0.0227, 0.0455]",-8.088314409813847,-0.0493000747829572
1,6,6,1158.4973032093503,881.2191997924726,2202.966101558135,2202.966101558135,263.9652470057822,86.94552612304688,6.110928197577652,5.988251314011281,347.85920088254915,263.96524700578226,1.316788136959076,1.8420169353485107,1855.379795731449,9.166392296366478,12.221856395155305,15.277320493944131,8.982376971016922,11.976502628022562,14.970628285028203,False,1.5,32.0,68.84269067369172,17.18077095357438,4.04196784477604,9.490280789947269,-8.171082057529082,-0.0055535483735847,1.206174,62.68588,55.97734,2022-03-20T21:59:20.417,32.0,Red,data\RV_UMa\2022_03_20\Light\Red\reduced_images\RV_Uma_Light_Red_32_secs_011_reduced.fits,2,0.979925,792.0,5.636144081177228,1172.814581269878,936.9918848067848,7.0,V* RV UMa,False,0.9410259648081086,0.0090700431581392,1745.9605623636585,19.05124213488554,-8.105086074166605,-0.0118471309016603,2022-03-20 21:59:20.417,0.04116480100964033,2022_03_20,1,"(0.0227, 0.0455]",-8.105086074166605,-0.0118471309016603
