Unnamed: 0.1,Unnamed: 0,id,xcenter,ycenter,aperture_sum,Circ_sum_flux,Circ_area (reduced pixs),Max_Flux,FWHM_from_aperature (reduced pix),FWHM_from_aperature (arcsec),Annu_sum_flux,Annu_area (reduced pix),Annu_pix_flux_median,Annu_pix_flux_max,Circ_sum_flux_minus_back,Apperature_radius (reduced pix),Anulus_in_radius (reduced pix),Anulus_out_radius (reduced pix),Apperature_radius (arcsec),Anulus_in_radius (arcsec),Anulus_out_radius (arcsec),Saturated,Number_FWHM,Exposure_sec,Er1_source,Er2_sky,Er3_read,Circ_sum_flux_minus_back_ERROR,Source_Mag,Source_Mag_Error,Air mass,Azimuth,Altitude,Date Observation,Exposure time /s ,Filter,File,BINNED,Arcsec_per_pix_binned_image,max_dist,Distance_to_centre_pix,xcenter_transformed,ycenter_transformed,matched_id,matched_MAIN_ID,matched_Normilsation_star,Norm_multiply_factor,Norm_multiply_factor_ERROR,Circ_sum_flux_minus_back_norm,Circ_sum_flux_minus_back_ERROR_norm,Source_Mag_norm,Source_Mag_Error_norm,time,phase,epoch_folder,epoch,phase_bin,Source_Mag_norm_calibrated,Source_Mag_Error_norm_calibrated
1,6,6,1147.708331864956,899.780897990277,2583.788170590845,2583.788170590845,243.28791675316484,72.62092590332031,5.866702616995587,5.748928561959401,270.57249322670685,243.2879167531649,1.1156659126281738,1.7016969919204712,2312.360134915018,8.80005392549338,11.733405233991174,14.666756542488969,8.6233928429391,11.497857123918802,14.372321404898504,False,1.5,32.0,80.7433803309639,4623.479942799216,3.725346225282836,68.61449314361698,-8.410138683828631,-0.0322169709866111,1.262608,60.24957,52.34447,2022-03-20T21:32:52.956,32.0,Blue,data\RV_UMa\2022_03_20\Light\Blue\reduced_images\RV_Uma_Light_Blue_32_secs_001_reduced.fits,2,0.979925,792.0,25.626204867755003,1172.6995856563476,937.0320572156168,7.0,V* RV UMa,False,0.9647429635340538,0.0044276421422939,2230.833169315919,66.982439054868,-8.371167733021753,-0.0326000438603735,2022-03-20 21:32:52.956,0.0,2022_03_20,1,"(-0.001, 0.0227]",-8.371167733021753,-0.0326000438603735
1,6,6,1148.0744861559326,899.1912145440119,2586.2489948600232,2586.2489948600232,245.8830330301085,79.63873291015625,5.897909243804172,5.779508715734804,280.4783509613318,245.8830330301085,1.1434414386749268,1.7568033933639526,2305.0961458263214,8.846863865706258,11.795818487608344,14.74477310951043,8.669263073602204,11.559017431469607,14.448771789337007,False,1.5,32.0,80.82028108937573,5343.719239218381,3.765083943273536,73.67702901346544,-8.406722611441067,-0.0347030287668364,1.25721,60.47507,52.66512,2022-03-20T21:35:15.007,32.0,Blue,data\RV_UMa\2022_03_20\Light\Blue\reduced_images\RV_Uma_Light_Blue_32_secs_002_reduced.fits,2,0.979925,792.0,24.938418291300607,1172.8033728148666,937.0284663197892,7.0,V* RV UMa,False,0.9695068124659436,0.0063570909341023,2234.806416767609,72.91797105299298,-8.373099774183583,-0.0354257445100097,2022-03-20 21:35:15.007,0.0035126097398058753,2022_03_20,1,"(-0.001, 0.0227]",-8.373099774183583,-0.0354257445100097
1,6,6,1148.590038623131,898.2275983473963,2649.625296597643,2649.625296597643,238.3561963584285,78.60494995117188,5.806935842748841,5.690361605705658,287.1522006297785,238.3561963584287,1.1898394227027893,1.9051321744918823,2366.0196975248973,8.71040376412326,11.61387168549768,14.517339606872104,8.535542408558486,11.380723211411317,14.225904014264144,False,1.5,32.0,82.80079051867634,4893.406428190933,3.649829256738437,70.56810219898469,-8.435045889709873,-0.032382800337064,1.251806,60.69755,52.99127,2022-03-20T21:37:38.055,32.0,Blue,data\RV_UMa\2022_03_20\Light\Blue\reduced_images\RV_Uma_Light_Blue_32_secs_003_reduced.fits,2,0.979925,792.0,23.868645775380703,1172.7675192904528,937.0063086258018,7.0,V* RV UMa,False,0.9716792931940592,0.005251749562905,2299.0123473742137,69.68632683942988,-8.403853259384688,-0.0329102051637923,2022-03-20 21:37:38.055,0.0070498731033848076,2022_03_20,1,"(-0.001, 0.0227]",-8.403853259384688,-0.0329102051637923
1,6,6,1148.0607225861163,897.7362000222316,2689.8413613007483,2689.8413613007483,252.5276462016737,67.3307876586914,5.977069007491709,5.857079347166313,308.989976381883,252.52764620167363,1.2125904560089111,1.846389889717102,2383.628747638204,8.965603511237564,11.954138014983418,14.942672518729273,8.78561902074947,11.714158694332626,14.642698367915782,False,1.5,32.0,84.05754254064838,2421.048658599683,3.866829582463129,50.08964993611749,-8.443096536429357,-0.0228156949664202,1.246609,60.92023,53.31001,2022-03-20T21:39:57.753,32.0,Blue,data\RV_UMa\2022_03_20\Light\Blue\reduced_images\RV_Uma_Light_Blue_32_secs_004_reduced.fits,2,0.979925,792.0,23.846034381115555,1172.7318441324078,937.0004570132388,7.0,V* RV UMa,False,0.962349016196554,0.0060916540817302,2293.88278026745,50.34318780196991,-8.401428053111339,-0.0238283412429486,2022-03-20 21:39:57.753,0.010504298312861695,2022_03_20,1,"(-0.001, 0.0227]",-8.401428053111339,-0.0238283412429486
1,6,6,1152.6130314896748,907.8878979955566,2705.501761521845,2705.501761521845,248.1084838693349,71.23662567138672,5.924539673132827,5.805604539194686,318.6477251904769,248.1084838693349,1.2800261974334717,1.9194650650024407,2387.9164023635963,8.88680950969924,11.849079346265654,14.811349182832068,8.708406808792029,11.611209078389372,14.514011347986717,False,1.5,32.0,84.54693004755765,4246.066338622198,3.799161159249192,65.83625467650027,-8.445047796692226,-0.0299343834722188,1.241489,61.14069,53.62898,2022-03-20T21:42:18.961,32.0,Blue,data\RV_UMa\2022_03_20\Light\Blue\reduced_images\RV_Uma_Light_Blue_32_secs_005_reduced.fits,2,0.979925,792.0,30.12304610204136,1172.725297561709,937.0010179491416,7.0,V* RV UMa,False,0.9573820633413068,0.0076951077409868,2286.14833238141,65.6543086089492,-8.397761013359888,-0.0311805051515821,2022-03-20 21:42:18.961,0.013996062511202488,2022_03_20,1,"(-0.001, 0.0227]",-8.397761013359888,-0.0311805051515821
1,6,6,1152.4125240118371,907.2298796052884,2782.8065868277085,2782.8065868277085,259.7900126689793,72.48422241210938,6.062406172995755,5.940703369072866,341.9110015418446,259.7900126689792,1.3165321350097656,1.8920221328735352,2440.784686794403,9.093609259493633,12.12481234599151,15.156015432489388,8.911055053609298,11.881406738145731,14.851758422682163,False,1.5,32.0,86.96270583836589,2521.1716803410955,3.9780345689937446,51.10882918585061,-8.46882367482175,-0.0227347813717872,1.236576,61.35133,53.93985,2022-03-20T21:44:34.776,32.0,Blue,data\RV_UMa\2022_03_20\Light\Blue\reduced_images\RV_Uma_Light_Blue_32_secs_006_reduced.fits,2,0.979925,792.0,29.592836009662147,1172.7792962779254,937.1128122007368,7.0,V* RV UMa,False,0.949453897968281,0.0065681094698871,2317.412534978236,51.1050469295105,-8.412508379378835,-0.0239433414895867,2022-03-20 21:44:34.776,0.01735446964534259,2022_03_20,1,"(-0.001, 0.0227]",-8.412508379378835,-0.0239433414895867
1,6,6,1153.510588606446,917.0572617397962,2841.6900943846367,2841.6900943846367,267.04610939904046,72.94219970703125,6.146486500925465,6.023095784419387,360.91188110331854,267.04610939904046,1.35060054063797,2.307836532592773,2481.017474655026,9.219729751388195,12.29297300185093,15.366216252313665,9.03464367662908,12.046191568838774,15.057739461048468,False,1.5,32.0,88.8028154495199,1885.6047397828545,4.089143550172807,44.48029562382142,-8.48657455791906,-0.0194653475239397,1.23172,61.56118,54.25183,2022-03-20T21:46:51.813,32.0,Blue,data\RV_UMa\2022_03_20\Light\Blue\reduced_images\RV_Uma_Light_Blue_32_secs_007_reduced.fits,2,0.979925,792.0,38.51322369050644,1172.7114496022225,937.0170228483448,7.0,V* RV UMa,False,0.9585201797854358,0.0048915059597235,2378.1053158571435,44.32883746850122,-8.440577709267268,-0.0202385585842076,2022-03-20 21:46:51.813,0.020743094159874537,2022_03_20,1,"(-0.001, 0.0227]",-8.440577709267268,-0.0202385585842076
1,6,6,1154.0395969427996,918.9924209850466,2851.0963102724218,2851.0963102724218,260.97851278151285,71.88966369628906,6.076257645766231,5.954276773527474,364.701746978952,260.97851278151273,1.3807671070098877,2.0631802082061768,2490.7457641873493,9.114386468649348,12.15251529153246,15.190644114415576,8.93141516029121,11.908553547054948,14.885691933818684,False,1.5,32.0,89.09675969601318,2736.048001043574,3.996233476966915,53.189669995371794,-8.490823501051821,-0.0231858069432286,1.227049,61.7647,54.55658,2022-03-20T21:49:05.184,32.0,Blue,data\RV_UMa\2022_03_20\Light\Blue\reduced_images\RV_Uma_Light_Blue_32_secs_008_reduced.fits,2,0.979925,792.0,40.24448438403688,1172.706752759213,937.1176637521388,7.0,V* RV UMa,False,0.9794797214897324,0.0047417054299968,2439.634967407955,53.420107746630606,-8.468312123736098,-0.0237741079372298,2022-03-20 21:49:05.184,0.02404106653323093,2022_03_20,1,"(0.0227, 0.0455]",-8.468312123736098,-0.0237741079372298
1,6,6,1159.173787187679,883.0268441001543,3077.0702590813858,3077.0702590813858,279.1028932647182,87.12445068359375,6.28370768782816,6.1575622559950105,429.7927528585691,279.10289326471826,1.5247917771339417,2.1668734550476074,2651.496462457051,9.42556153174224,12.56741537565632,15.709269219570402,9.236343383992514,12.31512451199002,15.393905639987526,False,1.5,32.0,96.1584455962933,4280.597422084229,4.273763053115997,66.18934680697217,-8.558727630082421,-0.0271032495102888,1.212885,62.38799,55.50968,2022-03-20T21:55:57.082,32.0,Blue,data\RV_UMa\2022_03_20\Light\Blue\reduced_images\RV_Uma_Light_Blue_32_secs_009_reduced.fits,2,0.979925,792.0,5.696851351093069,1172.7553052384746,937.1036204154736,7.0,V* RV UMa,False,0.9502745011195244,0.0032131084097079,2519.649478081558,63.47241262229728,-8.503350319887172,-0.0273507473904052,2022-03-20 21:55:57.082,0.03422640086108896,2022_03_20,1,"(0.0227, 0.0455]",-8.503350319887172,-0.0273507473904052
1,6,6,1158.9968225200655,882.3788117939465,3139.640419892367,3139.640419892367,269.5258559174183,107.81778717041016,6.1749581922349766,6.05099590652586,422.0332673305283,269.5258559174182,1.5724949836730957,2.759636878967285,2715.812363492029,9.262437288352466,12.349916384469951,15.43739548058744,9.07649385978879,12.10199181305172,15.127489766314648,False,1.5,32.0,98.11376312163648,6415.82796816674,4.127114668735468,80.73455794117605,-8.584749402685537,-0.0322763213358259,1.208199,62.60051,55.83506,2022-03-20T21:58:18.988,32.0,Blue,data\RV_UMa\2022_03_20\Light\Blue\reduced_images\RV_Uma_Light_Blue_32_secs_010_reduced.fits,2,0.979925,792.0,5.53990346908163,1172.784226517059,937.1565114349296,7.0,V* RV UMa,False,0.9539957055122046,0.0046054519395981,2590.873331748346,78.02937893808348,-8.53361545192861,-0.032699136893234,2022-03-20 21:58:18.988,0.037735425068851615,2022_03_20,1,"(0.0227, 0.0455]",-8.53361545192861,-0.032699136893234
